source,pmid,type,details,chr,start,end
crp,38692281,model,cg02481950,16,21665002,21665002
crp,38692281,model,cg11179759,15,89947346,89947346
crp,38692281,model,cg21262032,1,154437693,154437693
crp,38692281,model,cg10967114,5,150442668,150442668
crp,38692281,model,cg02995493,1,66311218,66311218
crp,38692281,model,cg05147692,1,159684684,159684684
crp,38692281,model,cg06946797,16,11422409,11422409
crp,38692281,model,cg10613707,5,3394463,3394463
crp,38692281,model,cg01818539,17,33324773,33324773
crp,38692281,model,cg00094412,6,29592854,29592854
crp,38692281,model,cg20608895,13,109896380,109896380
crp,38692281,model,cg08088801,12,1614439,1614439
crp,38692281,model,cg24925163,2,128458248,128458248
crp,38692281,model,cg01439754,2,112293267,112293267
crp,38692281,model,cg14476101,1,120255992,120255992
crp,38692281,model,cg25368651,11,6518287,6518287
crp,38692281,model,cg05295703,2,102895712,102895712
crp,38692281,model,cg02969716,4,65755046,65755046
crp,38692281,model,cg25178683,17,76976267,76976267
crp,38692281,model,cg14796406,7,80547689,80547689
crp,38692281,model,cg00701951,10,124228478,124228478
crp,38692281,model,cg11024682,17,17730094,17730094
crp,38692281,model,cg13274938,17,38493822,38493822
crp,38692281,model,cg00328720,8,28562890,28562890
crp,38692281,model,cg06500161,21,43656587,43656587
crp,38692281,model,cg02650017,17,47301614,47301614
crp,38692281,model,cg22640213,5,149340154,149340154
crp,38692281,model,cg13507563,11,17952483,17952483
crp,38692281,model,cg27655168,17,39059398,39059398
crp,38692281,model,cg01638741,16,54404381,54404381
crp,38692281,model,cg22571135,7,55377050,55377050
crp,38692281,model,cg05696877,1,79088769,79088769
crp,38692281,model,cg18608055,19,1130866,1130866
crp,38692281,model,cg06935199,16,2524534,2524534
crp,38692281,model,cg09349128,22,50327986,50327986
crp,38692281,model,cg26804423,7,8201134,8201134
crp,38692281,model,cg22304262,19,47287778,47287778
crp,38692281,model,cg16054018,10,104562697,104562697
crp,38692281,model,cg18452756,17,55034564,55034564
crp,38692281,model,cg15742496,11,5618408,5618408
crp,38692281,model,cg04858631,10,74035570,74035570
crp,38692281,model,cg14983698,3,138153270,138153270
crp,38692281,model,cg08622729,7,137230906,137230906
crp,38692281,model,cg13567169,12,121410855,121410855
crp,38692281,model,cg17672798,10,1580538,1580538
crp,38692281,model,cg00770155,19,14887827,14887827
dunedin-pace,35029144,model,cg00112187,8,142653790,142653790
dunedin-pace,35029144,model,cg00151250,8,91803412,91803412
dunedin-pace,35029144,model,cg00359421,1,159423044,159423044
dunedin-pace,35029144,model,cg00513564,13,44388673,44388673
dunedin-pace,35029144,model,cg00532802,11,121594220,121594220
dunedin-pace,35029144,model,cg00574958,11,68607622,68607622
dunedin-pace,35029144,model,cg00668559,6,44230977,44230977
dunedin-pace,35029144,model,cg00782811,6,46293734,46293734
dunedin-pace,35029144,model,cg00835193,19,2291780,2291780
dunedin-pace,35029144,model,cg01055871,19,48216390,48216390
dunedin-pace,35029144,model,cg01101459,1,234871477,234871477
dunedin-pace,35029144,model,cg01360413,17,72321949,72321949
dunedin-pace,35029144,model,cg01554316,1,230257067,230257067
dunedin-pace,35029144,model,cg01936220,13,114906016,114906016
dunedin-pace,35029144,model,cg02004723,20,42574341,42574341
dunedin-pace,35029144,model,cg02079413,11,2986505,2986505
dunedin-pace,35029144,model,cg02229095,8,146011663,146011663
dunedin-pace,35029144,model,cg02300147,17,77093524,77093524
dunedin-pace,35029144,model,cg02307277,6,150690125,150690125
dunedin-pace,35029144,model,cg02571857,16,54315551,54315551
dunedin-pace,35029144,model,cg02650017,17,47301614,47301614
dunedin-pace,35029144,model,cg02949067,20,17463831,17463831
dunedin-pace,35029144,model,cg02997983,19,21646781,21646781
dunedin-pace,35029144,model,cg03604011,5,400201,400201
dunedin-pace,35029144,model,cg03776935,9,99773358,99773358
dunedin-pace,35029144,model,cg03810769,7,951881,951881
dunedin-pace,35029144,model,cg03868770,22,30783737,30783737
dunedin-pace,35029144,model,cg04051458,15,39873060,39873060
dunedin-pace,35029144,model,cg04105250,2,171679114,171679114
dunedin-pace,35029144,model,cg04305539,1,247171728,247171728
dunedin-pace,35029144,model,cg04565261,1,240161061,240161061
dunedin-pace,35029144,model,cg04600984,1,3589862,3589862
dunedin-pace,35029144,model,cg04624885,19,1465207,1465207
dunedin-pace,35029144,model,cg04927537,17,76976091,76976091
dunedin-pace,35029144,model,cg05068951,14,95722106,95722106
dunedin-pace,35029144,model,cg05085844,7,951544,951544
dunedin-pace,35029144,model,cg05239308,15,90793056,90793056
dunedin-pace,35029144,model,cg05304729,1,158800024,158800024
dunedin-pace,35029144,model,cg05487507,17,46671861,46671861
dunedin-pace,35029144,model,cg05492170,4,111536341,111536341
dunedin-pace,35029144,model,cg05671350,11,74022348,74022348
dunedin-pace,35029144,model,cg05991820,10,11785161,11785161
dunedin-pace,35029144,model,cg06182811,8,58118711,58118711
dunedin-pace,35029144,model,cg06230206,11,126456119,126456119
dunedin-pace,35029144,model,cg06458557,16,88316505,88316505
dunedin-pace,35029144,model,cg06500161,21,43656587,43656587
dunedin-pace,35029144,model,cg06570125,5,179723634,179723634
dunedin-pace,35029144,model,cg06797880,14,100112250,100112250
dunedin-pace,35029144,model,cg06961233,22,18531385,18531385
dunedin-pace,35029144,model,cg07019072,6,27215328,27215328
dunedin-pace,35029144,model,cg07075169,8,7379055,7379055
dunedin-pace,35029144,model,cg07123481,1,1101431,1101431
dunedin-pace,35029144,model,cg07244253,1,154298839,154298839
dunedin-pace,35029144,model,cg07471256,11,96057505,96057505
dunedin-pace,35029144,model,cg07550819,12,1482931,1482931
dunedin-pace,35029144,model,cg07589381,1,10764512,10764512
dunedin-pace,35029144,model,cg08011245,19,55975827,55975827
dunedin-pace,35029144,model,cg08225398,13,45563328,45563328
dunedin-pace,35029144,model,cg08335662,14,19614556,19614556
dunedin-pace,35029144,model,cg08790676,17,15686438,15686438
dunedin-pace,35029144,model,cg09022325,2,1796228,1796228
dunedin-pace,35029144,model,cg09233395,8,116678582,116678582
dunedin-pace,35029144,model,cg09349128,22,50327986,50327986
dunedin-pace,35029144,model,cg09423875,6,32014663,32014663
dunedin-pace,35029144,model,cg09626521,3,113933104,113933104
dunedin-pace,35029144,model,cg09756865,1,63249197,63249197
dunedin-pace,35029144,model,cg09760057,19,1528418,1528418
dunedin-pace,35029144,model,cg09867945,1,201489658,201489658
dunedin-pace,35029144,model,cg09933458,13,112063695,112063695
dunedin-pace,35029144,model,cg09974965,14,106361640,106361640
dunedin-pace,35029144,model,cg10017843,16,67693452,67693452
dunedin-pace,35029144,model,cg10026495,4,77631215,77631215
dunedin-pace,35029144,model,cg10053507,1,15307522,15307522
dunedin-pace,35029144,model,cg10365246,4,7597572,7597572
dunedin-pace,35029144,model,cg10919522,14,74227441,74227441
dunedin-pace,35029144,model,cg11095122,8,19540734,19540734
dunedin-pace,35029144,model,cg11103390,10,11784920,11784920
dunedin-pace,35029144,model,cg11202345,17,76976057,76976057
dunedin-pace,35029144,model,cg11452501,6,31646976,31646976
dunedin-pace,35029144,model,cg11787522,15,74495109,74495109
dunedin-pace,35029144,model,cg11835347,1,113248232,113248232
dunedin-pace,35029144,model,cg12041401,1,181561511,181561511
dunedin-pace,35029144,model,cg12446629,8,132052044,132052044
dunedin-pace,35029144,model,cg12547807,1,9473751,9473751
dunedin-pace,35029144,model,cg12820481,1,211848760,211848760
dunedin-pace,35029144,model,cg13274938,17,38493822,38493822
dunedin-pace,35029144,model,cg13300580,1,27440539,27440539
dunedin-pace,35029144,model,cg13548189,7,975358,975358
dunedin-pace,35029144,model,cg13586425,12,131519906,131519906
dunedin-pace,35029144,model,cg13614083,1,6085872,6085872
dunedin-pace,35029144,model,cg13702222,3,152017240,152017240
dunedin-pace,35029144,model,cg13945148,10,131989387,131989387
dunedin-pace,35029144,model,cg14110709,9,136324375,136324375
dunedin-pace,35029144,model,cg14200569,1,3051925,3051925
dunedin-pace,35029144,model,cg14702960,12,68634040,68634040
dunedin-pace,35029144,model,cg14816825,11,12128203,12128203
dunedin-pace,35029144,model,cg14851284,11,70713732,70713732
dunedin-pace,35029144,model,cg14876603,12,34495509,34495509
dunedin-pace,35029144,model,cg14893274,19,15834209,15834209
dunedin-pace,35029144,model,cg15192750,16,69999425,69999425
dunedin-pace,35029144,model,cg15815084,17,54912870,54912870
dunedin-pace,35029144,model,cg15829969,1,147801025,147801025
dunedin-pace,35029144,model,cg15919431,5,147862506,147862506
dunedin-pace,35029144,model,cg15948836,11,36114126,36114126
dunedin-pace,35029144,model,cg16098955,2,55172992,55172992
dunedin-pace,35029144,model,cg16413763,5,16737972,16737972
dunedin-pace,35029144,model,cg16416715,6,32942358,32942358
dunedin-pace,35029144,model,cg16609260,12,114886059,114886059
dunedin-pace,35029144,model,cg16739178,16,85470674,85470674
dunedin-pace,35029144,model,cg16924010,3,194018158,194018158
dunedin-pace,35029144,model,cg16969872,13,79968324,79968324
dunedin-pace,35029144,model,cg17018786,15,40659816,40659816
dunedin-pace,35029144,model,cg17061862,11,9590431,9590431
dunedin-pace,35029144,model,cg17439800,1,208056493,208056493
dunedin-pace,35029144,model,cg17460386,1,207095668,207095668
dunedin-pace,35029144,model,cg17501210,6,166970252,166970252
dunedin-pace,35029144,model,cg17749946,6,22570548,22570548
dunedin-pace,35029144,model,cg17765387,12,117354824,117354824
dunedin-pace,35029144,model,cg17804112,19,55417496,55417496
dunedin-pace,35029144,model,cg17841545,10,115371055,115371055
dunedin-pace,35029144,model,cg17901584,1,55353706,55353706
dunedin-pace,35029144,model,cg17966227,1,113738233,113738233
dunedin-pace,35029144,model,cg18181703,17,76354621,76354621
dunedin-pace,35029144,model,cg18500368,12,56509603,56509603
dunedin-pace,35029144,model,cg18513344,3,195531298,195531298
dunedin-pace,35029144,model,cg18519757,20,23339257,23339257
dunedin-pace,35029144,model,cg20025658,2,219031640,219031640
dunedin-pace,35029144,model,cg20964064,20,62084549,62084549
dunedin-pace,35029144,model,cg21355338,6,20301585,20301585
dunedin-pace,35029144,model,cg21439498,19,59086698,59086698
dunedin-pace,35029144,model,cg21486834,17,74477542,74477542
dunedin-pace,35029144,model,cg21566642,2,233284661,233284661
dunedin-pace,35029144,model,cg21787176,3,164908619,164908619
dunedin-pace,35029144,model,cg21885107,14,73712289,73712289
dunedin-pace,35029144,model,cg22029879,8,1790861,1790861
dunedin-pace,35029144,model,cg22036538,12,6554051,6554051
dunedin-pace,35029144,model,cg22157099,2,15830172,15830172
dunedin-pace,35029144,model,cg22367678,1,33077705,33077705
dunedin-pace,35029144,model,cg22488164,12,14716910,14716910
dunedin-pace,35029144,model,cg22891595,3,193570256,193570256
dunedin-pace,35029144,model,cg22912834,2,45227645,45227645
dunedin-pace,35029144,model,cg23119487,15,79599853,79599853
dunedin-pace,35029144,model,cg23152235,11,133837265,133837265
dunedin-pace,35029144,model,cg23798387,17,26972805,26972805
dunedin-pace,35029144,model,cg23966795,2,160068465,160068465
dunedin-pace,35029144,model,cg23997508,1,142618041,142618041
dunedin-pace,35029144,model,cg24125710,3,176414852,176414852
dunedin-pace,35029144,model,cg24174557,17,57903544,57903544
dunedin-pace,35029144,model,cg24268161,22,39747459,39747459
dunedin-pace,35029144,model,cg24318091,8,10386039,10386039
dunedin-pace,35029144,model,cg24352561,7,1081068,1081068
dunedin-pace,35029144,model,cg24396875,2,190706964,190706964
dunedin-pace,35029144,model,cg24403644,20,42574624,42574624
dunedin-pace,35029144,model,cg24531955,8,23154691,23154691
dunedin-pace,35029144,model,cg24737193,18,12778029,12778029
dunedin-pace,35029144,model,cg24865132,1,231376483,231376483
dunedin-pace,35029144,model,cg24891125,5,422573,422573
dunedin-pace,35029144,model,cg25243766,11,123322182,123322182
dunedin-pace,35029144,model,cg25368647,5,176736591,176736591
dunedin-pace,35029144,model,cg25427524,10,38739819,38739819
dunedin-pace,35029144,model,cg25683495,4,6563523,6563523
dunedin-pace,35029144,model,cg25751054,12,133559763,133559763
dunedin-pace,35029144,model,cg25772418,12,131519998,131519998
dunedin-pace,35029144,model,cg25923729,8,24880841,24880841
dunedin-pace,35029144,model,cg26094651,2,1802045,1802045
dunedin-pace,35029144,model,cg26180383,8,129061048,129061048
dunedin-pace,35029144,model,cg26264318,6,32942400,32942400
dunedin-pace,35029144,model,cg26275850,8,134466995,134466995
dunedin-pace,35029144,model,cg26470501,19,45252955,45252955
dunedin-pace,35029144,model,cg26497348,18,28623159,28623159
dunedin-pace,35029144,model,cg26981978,16,24494118,24494118
dunedin-pace,35029144,model,cg27113548,14,106354912,106354912
dunedin-pace,35029144,model,cg27165794,14,74179674,74179674
dunedin-poam38,32367804,model,cg02582848,1,224075899,224075899
dunedin-poam38,32367804,model,cg03730474,19,15695817,15695817
dunedin-poam38,32367804,model,cg03922834,4,4226530,4226530
dunedin-poam38,32367804,model,cg04480708,16,1225588,1225588
dunedin-poam38,32367804,model,cg05227215,5,139057496,139057496
dunedin-poam38,32367804,model,cg05513157,2,80101372,80101372
dunedin-poam38,32367804,model,cg05575921,5,373378,373378
dunedin-poam38,32367804,model,cg06133392,21,47803511,47803511
dunedin-poam38,32367804,model,cg07045089,1,3620218,3620218
dunedin-poam38,32367804,model,cg07185119,2,31459843,31459843
dunedin-poam38,32367804,model,cg07986378,12,11898284,11898284
dunedin-poam38,32367804,model,cg08376310,11,2858621,2858621
dunedin-poam38,32367804,model,cg09349128,22,50327986,50327986
dunedin-poam38,32367804,model,cg09404119,5,565486,565486
dunedin-poam38,32367804,model,cg10727171,14,33407334,33407334
dunedin-poam38,32367804,model,cg10919522,14,74227441,74227441
dunedin-poam38,32367804,model,cg11574055,1,117077116,117077116
dunedin-poam38,32367804,model,cg11674508,1,26547914,26547914
dunedin-poam38,32367804,model,cg11897887,20,23550632,23550632
dunedin-poam38,32367804,model,cg13074055,14,106329206,106329206
dunedin-poam38,32367804,model,cg13121699,2,185462397,185462397
dunedin-poam38,32367804,model,cg14485633,9,136783440,136783440
dunedin-poam38,32367804,model,cg14775114,7,93520036,93520036
dunedin-poam38,32367804,model,cg15018359,6,32095470,32095470
dunedin-poam38,32367804,model,cg19422687,4,3567958,3567958
dunedin-poam38,32367804,model,cg19510038,1,113044860,113044860
dunedin-poam38,32367804,model,cg19743820,5,85913790,85913790
dunedin-poam38,32367804,model,cg20451986,11,133928302,133928302
dunedin-poam38,32367804,model,cg21079030,5,2225401,2225401
dunedin-poam38,32367804,model,cg21370522,6,31543219,31543219
dunedin-poam38,32367804,model,cg21462934,19,2622858,2622858
dunedin-poam38,32367804,model,cg21566642,2,233284661,233284661
dunedin-poam38,32367804,model,cg21578330,4,87829966,87829966
dunedin-poam38,32367804,model,cg21656205,20,43439688,43439688
dunedin-poam38,32367804,model,cg21946299,3,12329166,12329166
dunedin-poam38,32367804,model,cg22661893,11,89224559,89224559
dunedin-poam38,32367804,model,cg23061412,19,54242644,54242644
dunedin-poam38,32367804,model,cg24174557,17,57903544,57903544
dunedin-poam38,32367804,model,cg25130381,1,27440721,27440721
dunedin-poam38,32367804,model,cg25625670,11,57232742,57232742
dunedin-poam38,32367804,model,cg25655096,12,6745292,6745292
dunedin-poam38,32367804,model,cg25921813,3,194797138,194797138
dunedin-poam38,32367804,model,cg26064634,1,68962284,68962284
dunedin-poam38,32367804,model,cg26470501,19,45252955,45252955
dunedin-poam38,32367804,model,cg26758386,6,101605940,101605940
dunedin-poam38,32367804,model,cg27134139,10,26681347,26681347
educational-attainment,30631468,ewas,cg05575921,5,373378,373378
educational-attainment,30631468,ewas,cg21566642,2,233284661,233284661
educational-attainment,30631468,ewas,cg05951221,2,233284402,233284402
educational-attainment,30631468,ewas,cg01940273,2,233284934,233284934
educational-attainment,30631468,ewas,cg21161138,5,399360,399360
educational-attainment,30631468,ewas,cg06126421,6,30720080,30720080
educational-attainment,30631468,ewas,cg23126342,13,67801125,67801125
educational-attainment,30631468,ewas,cg23916896,5,368804,368804
educational-attainment,30631468,ewas,cg00310412,15,74724918,74724918
educational-attainment,30631468,ewas,cg25189904,1,68299493,68299493
educational-attainment,30631468,ewas,cg19572487,17,38476024,38476024
educational-attainment,30631468,ewas,cg21611682,11,68138269,68138269
educational-attainment,30631468,ewas,cg11902777,5,368843,368843
educational-attainment,30631468,ewas,cg19859270,3,98251294,98251294
educational-attainment,30631468,ewas,cg04180046,7,45002736,45002736
educational-attainment,30631468,ewas,cg25648203,5,395444,395444
educational-attainment,30631468,ewas,cg22132788,7,45002486,45002486
educational-attainment,30631468,ewas,cg24859433,6,30720203,30720203
educational-attainment,30631468,ewas,cg12803068,7,45002919,45002919
educational-attainment,30631468,ewas,cg17924476,5,323794,323794
educational-attainment,30631468,ewas,cg01899089,5,369969,369969
educational-attainment,30631468,ewas,cg03991871,5,368447,368447
educational-attainment,30631468,ewas,cg02610360,11,120197521,120197521
educational-attainment,30631468,ewas,cg19089201,7,45002287,45002287
educational-attainment,30631468,ewas,cg14753356,6,30720108,30720108
educational-attainment,30631468,ewas,cg23067299,5,323907,323907
educational-attainment,30631468,ewas,cg23161492,15,90357202,90357202
educational-attainment,30631468,ewas,cg19719391,4,26789915,26789915
educational-attainment,30631468,ewas,cg09935388,1,92947588,92947588
educational-attainment,30631468,ewas,cg16983588,11,129793108,129793108
educational-attainment,30631468,ewas,cg25949550,7,145814306,145814306
educational-attainment,30631468,ewas,cg03329539,2,233283329,233283329
