ID,Zscore,P.value,Direction,geneSymbol,CHR,MAPINFO,
cg21146155,-5.59,2.31E-08,--,CHST11;CHST11,chr12,104927116,
cg00309945,5.59,2.32E-08,++,LDLRAD2;HSPG2,chr1,22148926,
cg09929238,5.59,2.32E-08,++,RPTOR;RPTOR,chr17,78560916,
cg10913741,-5.59,2.33E-08,--,,chr10,121244710,
cg12459117,5.59,2.33E-08,++,KRT36,chr17,39646660,
cg26861732,-5.59,2.34E-08,--,,chr20,21372126,
cg15130442,-5.58,2.35E-08,--,KLHDC10,chr7,129724140,
cg22058906,5.58,2.35E-08,++,ARHGEF17,chr11,73021688,
cg06468626,-5.58,2.35E-08,--,FAM196B;DOCK2,chr5,169409235,
cg01913767,5.58,2.36E-08,++,,chr1,27989282,
cg11891377,5.58,2.37E-08,++,LRRC56,chr11,554714,
cg19234095,5.58,2.37E-08,++,TUBGCP6,chr22,50675822,
cg08812862,5.58,2.38E-08,++,SYVN1;SYVN1,chr11,64899775,
cg16030878,5.58,2.38E-08,++,TBC1D16,chr17,77914307,
cg19714347,-5.58,2.39E-08,--,TRIM26,chr6,30175092,
cg06763561,-5.58,2.39E-08,--,,chr9,94455583,
cg09030077,-5.58,2.39E-08,--,SVOPL;SVOPL,chr7,138347586,
cg06850189,-5.58,2.41E-08,--,SH3BP4,chr2,235933057,
cg01275932,5.58,2.41E-08,++,SEC16A,chr9,139367244,
cg22050564,5.58,2.42E-08,++,PPIEL,chr1,40006671,
cg00711896,5.58,2.42E-08,++,ZNF48,chr16,30410051,
cg18968475,5.58,2.42E-08,++,MLIP-IT1,chr6,53863342,
cg04191427,5.58,2.43E-08,++,RPTOR;RPTOR,chr17,78833259,
cg08473725,-5.58,2.45E-08,--,ADNP;ADNP,chr20,49545230,
cg05689247,5.58,2.45E-08,++,HEYL,chr1,40106638,
cg17103761,5.58,2.45E-08,++,ACTR1B,chr2,98277349,
cg00039048,-5.58,2.47E-08,--,NRIP1,chr21,16423363,
cg02988288,-5.57,2.49E-08,--,TXNIP;NBPF20;NBPF10;NBPF10,chr1,145440445,
cg15444811,5.57,2.49E-08,++,LOC100132174,chr17,75721911,
cg11869049,-5.57,2.50E-08,--,,chr3,48278910,
cg14543017,5.57,2.51E-08,++,PCIF1,chr20,44573011,
cg06532212,5.57,2.52E-08,++,FKRP;FKRP,chr19,47260078,
cg11356375,5.57,2.52E-08,++,CDYL;CDYL;CDYL;CDYL,chr6,4890624,
cg16447365,-5.57,2.52E-08,--,PARD3;PARD3;PARD3;PARD3;PARD3;PARD3;PARD3;PARD3;PARD3;PARD3;PARD3,chr10,34828892,
cg18032342,5.57,2.53E-08,++,NISCH;NISCH;NISCH,chr3,52513988,
cg19488267,-5.57,2.53E-08,--,,chr14,85763019,
cg22455720,5.57,2.53E-08,++,TBCD,chr17,80725109,
cg14934396,-5.57,2.55E-08,--,SMIM6;RECQL5,chr17,73641675,
cg19268599,5.57,2.55E-08,++,GOLGA3;GOLGA3,chr12,133360840,
cg11611244,5.57,2.57E-08,++,HCCA2,chr11,1507263,
cg09261321,-5.57,2.58E-08,--,,chr10,49648060,
cg10439209,5.57,2.58E-08,++,EIF3L;EIF3L,chr22,38254491,
cg08380391,5.57,2.59E-08,++,AATK,chr17,79109729,
cg12718985,5.57,2.61E-08,++,SPOPL,chr2,139273777,
cg14244402,5.57,2.61E-08,++,,chr9,130681102,
cg00771084,5.57,2.61E-08,++,ATG4B;ATG4B,chr2,242598843,
cg10404730,-5.57,2.61E-08,--,SORL1,chr11,121330348,
cg10718130,5.57,2.63E-08,++,DGAT1,chr8,145539893,
cg18537454,-5.57,2.63E-08,--,,chr10,22623213,
cg20006294,-5.56,2.63E-08,--,FRMD4B,chr3,69342285,
cg02397292,-5.56,2.63E-08,--,LOC100506497;CPVL;CPVL,chr7,29045657,
cg15498294,-5.56,2.64E-08,--,,chr4,63493052,
cg14373068,5.56,2.66E-08,++,HCCA2,chr11,1537765,
cg00835825,5.56,2.66E-08,++,,chr16,85608058,
cg13793503,5.56,2.66E-08,++,SLC4A10;SLC4A10;SLC4A10;SLC4A10;SLC4A10;SLC4A10,chr2,162762397,
cg20964377,-5.56,2.68E-08,--,MARCO,chr2,119731815,
cg01856529,-5.56,2.71E-08,--,CBX5;CBX5;CBX5;CBX5,chr12,54653091,
cg09038240,5.56,2.73E-08,++,AP2A2;AP2A2,chr11,986706,
cg02680112,-5.56,2.75E-08,--,LINC01122,chr2,58798356,
cg19307112,-5.56,2.76E-08,--,,chr16,71576484,
cg19122402,5.56,2.77E-08,++,ATXN2,chr12,111892971,
cg22095582,5.56,2.77E-08,++,C15orf42,chr15,90131512,
cg08868540,-5.56,2.77E-08,--,RXRA;RXRA;RXRA,chr9,137301743,
cg18531360,-5.56,2.78E-08,--,IPO11;IPO11,chr5,61890255,
cg02812831,-5.55,2.79E-08,--,MYH10;MYH10;MYH10,chr17,8446701,
cg17002899,-5.55,2.79E-08,--,HNRNPC;HNRNPC;HNRNPC;HNRNPC,chr14,21727471,
cg18817318,-5.55,2.80E-08,--,CLN5,chr13,77565875,
cg17036570,5.55,2.82E-08,++,ITLN2,chr1,160921382,
cg27548256,5.55,2.83E-08,++,ACTN4,chr19,39217070,
cg08059112,5.55,2.84E-08,++,LINGO3,chr19,2294887,
cg23677897,-5.55,2.84E-08,--,LOC105376360,chr10,3783003,
cg22850925,-5.55,2.85E-08,--,ZNF827,chr4,146743669,
cg15033653,5.55,2.87E-08,++,CCDC42B,chr12,113587581,
cg00450531,5.55,2.87E-08,++,TUBA1A;TUBA1A;TUBA1A,chr12,49583602,
cg08570033,-5.55,2.87E-08,--,PDE4D;PDE4D;PDE4D;PDE4D,chr5,58822033,
cg24628310,5.55,2.88E-08,++,ITIH1;ITIH1;ITIH1;ITIH1,chr3,52813873,
cg02755089,-5.55,2.88E-08,--,PTPN22;PTPN22;PTPN22;PTPN22;AP4B1-AS1;AP4B1-AS1,chr1,114401259,
cg13995811,5.55,2.88E-08,++,LMF1;LMF1;LMF1,chr16,927533,
cg09737197,-5.55,2.89E-08,--,CPT1A;CPT1A,chr11,68607675,
cg12129309,5.55,2.89E-08,++,PNPLA2,chr11,820682,
cg00541718,5.55,2.90E-08,++,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,chr7,630823,
cg04278421,5.55,2.91E-08,++,,chr11,287196,
cg24166814,-5.55,2.91E-08,--,,chr2,56067277,
cg09572514,5.55,2.92E-08,++,,chr7,100052615,
cg18477949,5.55,2.92E-08,++,,chr15,69760994,
cg19951006,-5.55,2.92E-08,--,IL23A,chr12,56732615,
cg24924577,5.55,2.93E-08,++,SEMA4B,chr15,90735148,
cg22565309,-5.55,2.94E-08,--,LRRC16A;LRRC16A,chr6,25434076,
cg00645755,5.55,2.94E-08,++,INTS1,chr7,1514031,
cg20749591,-5.54,2.97E-08,--,SUGCT;SUGCT;SUGCT;SUGCT,chr7,40623499,
cg01899620,5.54,2.99E-08,++,MCF2L;MCF2L,chr13,113689422,
cg16925459,-5.54,2.99E-08,--,HDAC9;HDAC9;HDAC9;HDAC9;HDAC9,chr7,18548581,
cg23637008,5.54,3.01E-08,++,NPLOC4;NPLOC4;NPLOC4,chr17,79533765,
cg11480904,5.54,3.01E-08,++,PRRT3;PRRT3-AS1,chr3,9994316,
cg14105458,5.54,3.02E-08,++,ABCA2;ABCA2,chr9,139917436,
cg20378525,-5.54,3.02E-08,--,,chr4,75544059,
cg10587886,-5.54,3.04E-08,--,LMCD1-AS1,chr3,8361835,
cg21141410,5.54,3.05E-08,++,USP36,chr17,76819395,
cg25613180,5.54,3.05E-08,++,PDGFRB,chr5,149513303,
cg08855903,5.54,3.05E-08,++,TSC2;TSC2;TSC2,chr16,2121747,
cg07974833,-5.54,3.08E-08,--,ADAMTS3,chr4,73430160,
cg02374934,5.54,3.08E-08,++,DLL4,chr15,41228736,
cg03403622,-5.54,3.09E-08,--,PHLPP1,chr18,60475246,
cg26844213,5.54,3.09E-08,++,NEDD9;NEDD9;NEDD9,chr6,11233592,
cg01516505,-5.54,3.11E-08,--,PDE6A,chr5,149284026,
cg19193964,-5.54,3.11E-08,--,,chr11,85836030,
cg03833559,5.54,3.12E-08,++,,chr1,110435756,
cg07363028,-5.54,3.12E-08,--,USP3;USP3;USP3;USP3,chr15,63823236,
cg10190416,-5.53,3.13E-08,--,LOC400696,chr19,40168876,
cg09306332,-5.53,3.14E-08,--,GRAMD2,chr15,72470685,
cg12137220,5.53,3.14E-08,++,EPN2;EPN2;EPN2,chr17,19220813,
cg23668476,-5.53,3.16E-08,--,TPST1,chr7,65715904,
cg25725541,-5.53,3.16E-08,--,SPIRE1;SPIRE1;SPIRE1,chr18,12516264,
cg13780718,5.53,3.17E-08,++,ZSWIM1,chr20,44513768,
cg25248792,-5.53,3.18E-08,--,GAS8;DBNDD1;DBNDD1;DBNDD1,chr16,90086600,
cg13381521,5.53,3.19E-08,++,ST6GALNAC4;ST6GALNAC4,chr9,130675236,
cg13112524,5.53,3.21E-08,++,WHSC1;WHSC1;WHSC1;WHSC1,chr4,1983102,
cg07355935,5.53,3.21E-08,++,TBC1D9,chr4,141559263,
cg13734658,-5.53,3.22E-08,--,SDK2,chr17,71479021,
cg00375970,-5.53,3.23E-08,--,,chr8,17762550,
cg07342306,5.53,3.23E-08,++,RAP1GAP2;RAP1GAP2,chr17,2799252,
cg20732869,-5.53,3.23E-08,--,SLC1A2;SLC1A2;SLC1A2,chr11,35314759,
cg17156665,-5.53,3.23E-08,--,,chr15,70714850,
cg11134246,-5.53,3.24E-08,--,CCDC24,chr1,44458001,
cg10301300,-5.53,3.24E-08,--,PLXNC1,chr12,94599781,
cg05699968,5.53,3.25E-08,++,LAT;LAT;LAT;LAT;LAT;LAT;LAT,chr16,28996724,
cg00201321,5.53,3.26E-08,++,R3HDM1;R3HDM1;R3HDM1;R3HDM1;R3HDM1;R3HDM1;R3HDM1;R3HDM1,chr2,136467641,
cg09463300,5.53,3.27E-08,++,,chr12,132184227,
cg20923753,5.53,3.28E-08,++,,chr22,42362768,
cg00593111,5.53,3.29E-08,++,CBFA2T3;CBFA2T3,chr16,88958311,
cg17843665,-5.53,3.30E-08,--,MIPEP,chr13,24351673,
cg16695950,-5.52,3.32E-08,--,MRVI1;MRVI1;MRVI1;MRVI1;MRVI1;MRVI1,chr11,10667005,
cg04881720,-5.52,3.33E-08,--,SOX18,chr20,62680247,
cg07754753,5.52,3.34E-08,++,FARP1;FARP1,chr13,98997967,
cg04201370,-5.52,3.35E-08,--,,chr5,54130481,
cg07251887,-5.52,3.35E-08,--,LOC100130933;RECQL5,chr17,73641809,
cg09408629,-5.52,3.38E-08,--,TNFAIP3;TNFAIP3;TNFAIP3,chr6,138192297,
cg10533931,-5.52,3.38E-08,--,TTLL5,chr14,76345499,
cg19458269,-5.52,3.38E-08,--,ARHGEF2;ARHGEF2;ARHGEF2,chr1,155949421,
cg00524773,-5.52,3.39E-08,--,RHBDF1,chr16,121668,
cg04733000,5.52,3.41E-08,++,,chr2,190522764,
cg19752768,-5.52,3.42E-08,--,SWAP70;SWAP70,chr11,9773938,
cg24808067,5.52,3.42E-08,++,UBE2I;UBE2I;UBE2I;UBE2I,chr16,1365193,
cg18809077,-5.52,3.42E-08,--,LOC100128993,chr8,19082419,
cg06430220,5.52,3.43E-08,++,ZNF787,chr19,56613559,
cg18263381,-5.52,3.43E-08,--,,chr8,82217138,
cg24555528,5.52,3.45E-08,++,FMNL3;FMNL3,chr12,50046087,
cg09144769,5.52,3.45E-08,++,AP2B1;AP2B1,chr17,34053056,
cg22297448,5.52,3.46E-08,++,D2HGDH;D2HGDH;D2HGDH,chr2,242699892,
cg14701959,-5.52,3.46E-08,--,JARID2;JARID2,chr6,15268104,
cg08779467,-5.52,3.47E-08,--,,chr3,38323455,
cg03359362,-5.52,3.49E-08,--,SLC1A5;SLC1A5;SLC1A5,chr19,47289611,
cg01456831,-5.52,3.49E-08,--,,chr8,126557912,
cg19644850,5.52,3.49E-08,++,NXF1;NXF1,chr11,62571803,
cg01953698,-5.51,3.52E-08,--,,chr2,230148091,
cg03131219,-5.51,3.58E-08,--,ADPRH;ADPRH;ADPRH,chr3,119298105,
cg06785429,5.51,3.59E-08,++,DCUN1D1,chr3,182699414,
cg01824466,5.51,3.59E-08,++,TP53INP1;TP53INP1,chr8,95959531,
cg08700993,5.51,3.59E-08,++,PELI2,chr14,56662241,
cg03197253,5.51,3.59E-08,++,GOLGA1,chr9,127691963,
cg02309029,-5.51,3.61E-08,--,FPR2;FPR2,chr19,52272839,
cg21499918,5.51,3.61E-08,++,ASB7;ASB7,chr15,101169888,
cg14973055,5.51,3.62E-08,++,DNAI2,chr17,72306038,
cg07934731,5.51,3.62E-08,++,CELF6;CELF6;CELF6,chr15,72599731,
cg03730490,5.51,3.62E-08,++,PEPD;PEPD;PEPD,chr19,33998371,
cg14326315,-5.51,3.64E-08,--,MBNL1-AS1;MBNL1-AS1;MBNL1;MBNL1;MBNL1;MBNL1,chr3,151986151,
cg09071007,5.51,3.65E-08,++,IFT74;IFT74,chr9,26954308,
cg19224357,-5.51,3.66E-08,--,,chr14,22471274,
cg22595126,-5.51,3.66E-08,--,ARHGAP22;ARHGAP22;ARHGAP22;ARHGAP22,chr10,49726220,
cg21626848,-5.51,3.70E-08,--,SC65;FKBP10;FKBP10,chr17,39969267,
cg23883632,5.50,3.73E-08,++,,chr14,71174292,
cg02632441,5.50,3.73E-08,++,TNS1;TNS1;TNS1,chr2,218711232,
cg15176735,-5.50,3.76E-08,--,,chr13,29078048,
cg10031493,5.50,3.76E-08,++,PTPRK;PTPRK;PTPRK;PTPRK;PTPRK;PTPRK,chr6,128439542,
cg14873380,-5.50,3.77E-08,--,ADGRF2,chr6,47647971,
cg14397231,5.50,3.79E-08,++,,chr4,124940041,
cg02654775,5.50,3.80E-08,++,LRP1,chr12,57561150,
cg15488912,5.50,3.81E-08,++,LTK;LTK;LTK,chr15,41806372,
cg01489274,5.50,3.81E-08,++,CUL7;CUL7,chr6,43008333,
cg01121441,5.50,3.83E-08,++,AXIN1;AXIN1,chr16,357750,
cg20178893,-5.50,3.84E-08,--,PBX1;PBX1;PBX1,chr1,164558298,
cg00921574,5.50,3.84E-08,++,INTS1,chr7,1513873,
cg25483706,5.50,3.85E-08,++,YIPF3,chr6,43481502,
cg10461390,5.50,3.85E-08,++,LRBA;LRBA,chr4,151324223,
cg12554634,5.50,3.87E-08,++,SCAF1,chr19,50159969,
cg21131989,-5.50,3.89E-08,--,,chr1,88319865,
cg06024105,-5.50,3.89E-08,--,TXLNB,chr6,139600997,
cg19906545,-5.50,3.90E-08,--,DLEU7,chr13,51416639,
cg17715243,5.50,3.91E-08,++,WDR37,chr10,1156212,
cg11746684,5.50,3.92E-08,++,XKR6,chr8,11057265,
cg17131073,-5.49,3.92E-08,--,KLF13;KLF13,chr15,31641305,
cg27322173,-5.49,3.94E-08,--,,chr2,65867616,
cg10732259,5.49,4.01E-08,++,ERICH1;ERICH1,chr8,626953,
cg14311763,-5.49,4.02E-08,--,CLDN10;CLDN10,chr13,96084861,
cg08207740,-5.49,4.02E-08,--,ASAP1;ASAP1,chr8,131260206,
cg02711271,5.49,4.02E-08,++,SYNPO;SYNPO,chr5,150003303,
cg11068337,-5.49,4.04E-08,--,HEXIM1,chr17,43224582,
cg19507267,-5.49,4.05E-08,--,C3orf66,chr3,108896930,
cg10502957,-5.49,4.05E-08,--,CDK2AP1,chr12,123757070,
cg10100767,5.49,4.06E-08,++,AKT1;AKT1;AKT1,chr14,105246561,
cg12481536,-5.49,4.06E-08,--,TIFAB,chr5,134784606,
cg14502319,5.49,4.06E-08,++,,chr12,125167409,
cg05496913,-5.49,4.06E-08,--,CDC42SE2;CDC42SE2,chr5,130618957,
cg27555390,5.49,4.07E-08,++,BCAM;BCAM,chr19,45317810,
cg14868465,5.49,4.09E-08,++,PTPRCAP,chr11,67203045,
cg17696409,5.49,4.10E-08,++,LOC100630923;PRKRIP1,chr7,102053153,
cg21053786,-5.49,4.11E-08,--,,chr3,151737433,
cg10052691,-5.49,4.12E-08,--,ABI3BP,chr3,100612701,
cg10148841,5.49,4.13E-08,++,ROBO4,chr11,124767455,
cg18723767,5.49,4.13E-08,++,SOBP,chr6,107959243,
cg25720264,-5.48,4.16E-08,--,PLEKHA5;PLEKHA5,chr12,19389751,
cg11537677,5.48,4.17E-08,++,,chr2,60618604,
cg04772562,5.48,4.19E-08,++,,chr19,39892426,
cg20941062,-5.48,4.20E-08,--,AFF4,chr5,132299811,
cg23719774,-5.48,4.21E-08,--,,chr13,73159683,
cg18377866,-5.48,4.23E-08,--,LOC101929337;LOC100505920,chr3,193965288,
cg03387723,-5.48,4.24E-08,--,SCMH1,chr1,41708464,
cg27107144,5.48,4.24E-08,++,AES;AES;AES,chr19,3061290,
cg12158889,-5.48,4.26E-08,--,SUCLG1,chr2,84663044,
cg06151074,5.48,4.26E-08,++,BAT5,chr6,31669888,
cg15034393,-5.48,4.29E-08,--,,chr3,152856773,
cg05988548,5.48,4.29E-08,++,,chr7,38695932,
cg13182599,-5.48,4.29E-08,--,,chr14,69282992,
cg05136804,5.48,4.31E-08,++,ZNF397OS;ZNF397OS,chr18,32849113,
cg09584483,-5.48,4.31E-08,--,ST7-AS2;ST7;ST7,chr7,116731139,
cg16239604,5.48,4.34E-08,++,ZNRF1,chr16,75144621,
cg24298409,5.48,4.35E-08,++,RASSF1;ZMYND10;RASSF1,chr3,50379246,
cg26821104,-5.48,4.38E-08,--,,chr1,206855704,
cg00498804,-5.47,4.42E-08,--,ST5;ST5;ST5,chr11,8827626,
cg00305700,-5.47,4.43E-08,--,APCDD1,chr18,10483307,
cg07048256,5.47,4.43E-08,++,TGM1,chr14,24733374,
cg19299911,-5.47,4.44E-08,--,DLG5,chr10,79671560,
cg24129923,5.47,4.44E-08,++,CHD3;CHD3;CHD3,chr17,7814251,
cg04638655,5.47,4.44E-08,++,MIR541,chr14,101529855,
cg25579675,5.47,4.46E-08,++,CMTM5;CMTM5,chr14,23846906,
cg00451105,-5.47,4.47E-08,--,,chr13,29104082,
cg08000216,-5.47,4.49E-08,--,TEX41,chr2,145452302,
cg06361984,5.47,4.51E-08,++,NDE1;NDE1,chr16,15787940,
cg20944283,-5.47,4.51E-08,--,CADM3;CADM3,chr1,159172620,
cg27278729,5.47,4.53E-08,++,RAB3IL1,chr11,61666595,
cg10371643,-5.47,4.53E-08,--,MYO16,chr13,109807836,
cg13618594,5.47,4.54E-08,++,FAM65A;FAM65A;FAM65A;FAM65A,chr16,67577102,
cg03052074,-5.47,4.55E-08,--,ELF1;ELF1,chr13,41543655,
cg05148180,-5.47,4.56E-08,--,,chr10,4414968,
cg22876908,-5.47,4.56E-08,--,DGKA;DGKA;DGKA;DGKA,chr12,56325149,
cg04577977,-5.47,4.56E-08,--,,chr7,150607781,
cg15223429,5.47,4.58E-08,++,ARHGEF16,chr1,3375024,
cg19216010,-5.47,4.59E-08,--,,chr17,53891963,
cg07421015,5.47,4.61E-08,++,ZBTB16;ZBTB16,chr11,113951150,
cg13227833,5.47,4.62E-08,++,CEP295NL;CEP295NL;TIMP2,chr17,76899772,
cg10884112,5.47,4.63E-08,++,GTDC1;GTDC1;GTDC1;GTDC1;GTDC1;GTDC1;GTDC1,chr2,144769404,
cg16987229,-5.47,4.63E-08,--,,chr8,19552141,
cg02342367,-5.47,4.63E-08,--,IQCJ-SCHIP1;IQCJ-SCHIP1;SCHIP1;SCHIP1;SCHIP1,chr3,159532265,
cg08064378,5.46,4.64E-08,++,,chr7,100874395,
cg03938562,5.46,4.65E-08,++,,chr8,145082728,
cg04390141,5.46,4.66E-08,++,CCDC50;CCDC50;UTS2B,chr3,191045992,
cg02422603,5.46,4.68E-08,++,RASA3,chr13,114890566,
cg04027328,5.46,4.68E-08,++,,chr1,11372138,
cg24150385,-5.46,4.70E-08,--,LRIG1,chr3,66543263,
cg11751117,5.46,4.71E-08,++,PELI2,chr14,56663411,
cg16668097,-5.46,4.71E-08,--,GALNT2;GALNT2,chr1,230253723,
cg00081919,-5.46,4.71E-08,--,,chr2,43187471,
cg07739215,-5.46,4.74E-08,--,,chr6,25168049,
cg26427442,5.46,4.76E-08,++,KIF3B,chr20,30922353,
cg22123554,5.46,4.77E-08,++,,chr19,35485471,
cg09548275,5.46,4.78E-08,++,NR1H3;NR1H3;NR1H3,chr11,47282999,
cg12403973,5.46,4.83E-08,++,SREBF2;SREBF2,chr22,42230899,
cg03398958,5.46,4.87E-08,++,CASC21;CASC8,chr8,128315259,
cg21947426,5.46,4.90E-08,++,ZFHX2;THTPA;THTPA,chr14,23999927,
cg17913504,5.46,4.90E-08,++,,chr8,125774382,
cg10850792,5.45,4.92E-08,++,,chr15,89531046,
cg08804919,-5.45,4.92E-08,--,,chr14,100515656,
cg04130221,5.45,4.94E-08,++,,chr5,67730595,
cg17107691,5.45,4.94E-08,++,KANK2;KANK2,chr19,11289376,
cg10762589,5.45,4.97E-08,++,,chr15,85874262,
cg04222728,-5.45,4.97E-08,--,KIAA1549;KIAA1549,chr7,138549665,
cg23084016,5.45,4.98E-08,++,ALOX5,chr10,45916904,
cg17716039,-5.45,4.98E-08,--,SLC9A8;SLC9A8;SLC9A8;SLC9A8;SLC9A8;SLC9A8,chr20,48442381,
cg05487748,5.45,5.00E-08,++,,chr5,148293754,
cg16905966,-5.45,5.00E-08,--,GNAQ,chr9,80548129,
cg12792732,-5.45,5.01E-08,--,ATP6V1H;ATP6V1H;ATP6V1H,chr8,54674575,
cg18704979,-5.45,5.01E-08,--,LOC100129354,chr3,47054668,
cg12964261,5.45,5.03E-08,++,ETV7;ETV7,chr6,36332842,
cg24163194,5.45,5.05E-08,++,MAD1L1;MAD1L1;MAD1L1;MAD1L1;MAD1L1,chr7,2185624,
cg01367715,5.45,5.06E-08,++,VCPIP1,chr8,67564402,
cg23570411,5.45,5.06E-08,++,SNX21;SNX21;SNX21;SNX21,chr20,44461421,
cg27662789,-5.45,5.07E-08,--,,chr12,43666281,
cg27338079,-5.45,5.07E-08,--,HNRNPC;HNRNPC;HNRNPC;HNRNPC,chr14,21733696,
cg18425341,-5.45,5.09E-08,--,,chr12,68056997,
cg12912394,-5.45,5.09E-08,--,,chr11,35835713,
cg09245872,5.45,5.12E-08,++,INO80E;DOC2A,chr16,30016874,
cg23448998,5.45,5.13E-08,++,PLD6,chr17,17110353,
cg25826117,-5.45,5.13E-08,--,CFAP53;MBD1;MBD1,chr18,47794129,
cg08535217,-5.45,5.17E-08,--,,chr8,64330420,
cg07579327,-5.45,5.18E-08,--,,chr1,182308249,
cg08851837,5.44,5.21E-08,++,CCDC102A,chr16,57558820,
cg17931883,-5.44,5.24E-08,--,LOC101927865,chr2,208104518,
cg01863731,5.44,5.25E-08,++,BCL2,chr18,60810665,
cg17100575,-5.44,5.27E-08,--,SLC13A4,chr7,135368563,
cg19089328,5.44,5.27E-08,++,NADSYN1,chr11,71210210,
cg24699026,5.44,5.28E-08,++,TAGAP;TAGAP;TAGAP,chr6,159458149,
cg04805166,5.44,5.30E-08,++,,chr5,102788591,
cg18353801,-5.44,5.32E-08,--,,chr14,22849960,
cg12400342,5.44,5.34E-08,++,NADSYN1,chr11,71187508,
cg20276367,-5.44,5.34E-08,--,,chr11,72927832,
cg25302603,5.44,5.35E-08,++,PCNXL3,chr11,65392829,
cg16326402,-5.44,5.36E-08,--,ACVR1;ACVR1,chr2,158698856,
cg20953257,5.44,5.38E-08,++,KANK2;KANK2,chr19,11289349,
cg12182124,5.44,5.38E-08,++,LAMA3;LAMA3;LAMA3;LAMA3,chr18,21451563,
cg11218699,5.44,5.42E-08,++,CLK3;CLK3,chr15,74906377,
cg20990601,-5.44,5.46E-08,--,BMPR1B;BMPR1B;BMPR1B;BMPR1B,chr4,96023811,
cg06784824,5.44,5.48E-08,++,SPI1;SPI1,chr11,47376985,
cg06070445,-5.44,5.49E-08,--,BCL6;BCL6;BCL6,chr3,187453772,
cg14791371,-5.43,5.50E-08,--,TNFSF4;TNFSF4,chr1,173165887,
cg26657404,5.43,5.52E-08,++,KIAA0182;KIAA0182,chr16,85684821,
cg24177030,5.43,5.54E-08,++,EXOSC10;EXOSC10,chr1,11134164,
cg10664343,-5.43,5.58E-08,--,FOXJ3;FOXJ3;FOXJ3;FOXJ3,chr1,42725487,
cg00349975,5.43,5.61E-08,++,VAV2;VAV2,chr9,136779686,
cg14906103,5.43,5.62E-08,++,TMEM33,chr4,41936852,
cg08754067,-5.43,5.65E-08,--,SNORD72;RPL37,chr5,40833236,
cg02978824,-5.43,5.67E-08,--,IL17RD,chr3,57125741,
cg25580581,5.43,5.67E-08,++,,chr10,3853668,
cg11747935,5.43,5.68E-08,++,,chr1,68140506,
cg24196017,5.43,5.72E-08,++,CDAN1,chr15,43021976,
cg19101232,-5.43,5.76E-08,--,HNRNPA0,chr5,137090964,
cg13226328,-5.43,5.77E-08,--,VRK1,chr14,97271313,
cg03510223,5.43,5.79E-08,++,,chr8,134670133,
cg24976037,5.43,5.79E-08,++,MLIP;MLIP,chr6,54101786,
cg02104962,-5.43,5.80E-08,--,,chr6,31548314,
cg07693844,5.42,5.86E-08,++,TMOD4;TMOD4,chr1,151148490,
cg08232407,5.42,5.87E-08,++,GRM4;GRM4;GRM4;GRM4;GRM4;GRM4,chr6,34019439,
cg27572072,5.42,5.89E-08,++,ADAP1,chr7,958244,
cg01322968,-5.42,5.93E-08,--,,chr17,42470806,
cg08462501,5.42,5.93E-08,++,TBC1D1,chr4,38138950,
cg13382148,5.42,5.96E-08,++,,chr3,189655457,
cg11669285,5.42,6.00E-08,++,PTRF,chr17,40558061,
cg10412258,5.42,6.01E-08,++,FYTTD1;FYTTD1;FYTTD1,chr3,197511222,
cg23313228,5.42,6.02E-08,++,PREB,chr2,27358541,
cg23856536,5.42,6.03E-08,++,,chr7,101384349,
cg05049003,-5.42,6.03E-08,--,,chr8,82435480,
cg23830747,5.42,6.07E-08,++,CHRM1,chr11,62676753,
cg19377250,-5.42,6.09E-08,--,SLC12A9,chr7,100463206,
cg20031708,-5.42,6.12E-08,--,FXYD6-FXYD2;FXYD6-FXYD2,chr11,117704022,
cg04202267,5.42,6.12E-08,++,LASS6,chr2,169431900,
cg00555389,-5.42,6.13E-08,--,AGPS,chr2,178261381,
cg22053945,5.42,6.13E-08,++,HOXB3;HOXB3,chr17,46651360,
cg15915658,-5.41,6.16E-08,--,,chr11,65262358,
cg05993265,5.41,6.16E-08,++,MFSD10;MFSD10,chr4,2933802,
cg10002332,-5.41,6.17E-08,--,BCL2A1;BCL2A1,chr15,80259561,
cg11002698,5.41,6.19E-08,++,CDK19,chr6,111135096,
cg18394567,-5.41,6.20E-08,--,RAP1GAP2;RAP1GAP2,chr17,2758375,
cg09109520,5.41,6.21E-08,++,GPR56;GPR56;GPR56;GPR56;GPR56;GPR56;GPR56;GPR56;GPR56,chr16,57673258,
cg10105237,-5.41,6.23E-08,--,ZFAT,chr8,135726091,
cg04359775,5.41,6.24E-08,++,HTR4;HTR4;HTR4;HTR4;HTR4;HTR4;HTR4,chr5,147891650,
cg15074957,-5.41,6.24E-08,--,,chr6,91571205,
cg06909469,-5.41,6.27E-08,--,ITPRIPL1;ITPRIPL1;ITPRIPL1;ITPRIPL1,chr2,96990800,
cg20800004,5.41,6.27E-08,++,DAP3;DAP3;DAP3;DAP3;DAP3,chr1,155698945,
cg10183989,5.41,6.29E-08,++,,chr14,69289150,
cg05747830,-5.41,6.29E-08,--,FXR1;FXR1;FXR1,chr3,180633192,
cg01055562,-5.41,6.34E-08,--,COG2;COG2,chr1,230777685,
cg14025021,5.41,6.36E-08,++,MAP1A,chr15,43809510,
