chr,pos,id,obs.ct,hudson.fst,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc,end,start,cpg,ancestry
6,29897953,.,489,0.0486154,6_29897953,-3.3959,0.000684032,0.3553579,cg12854611,0.794785772506586,29897953,29897953,cg12854611,ITU
17,75228700,.,489,0.0480996,17_75228700,-3.02696,0.00247023,0.3534854,cg17901382,0.792635819167661,75228700,75228700,cg17901382,ITU
2,85310189,.,489,0.0541316,2_85310189,-4.17235,3.0148e-05,-0.3525455,cg22112075,0.791505715489508,85310189,85310189,cg22112075,ITU
3,136765048,.,489,0.0457088,3_136765048,-3.85659,0.000114981,-0.3486809,cg02858132,0.786898672620384,136765048,136765048,cg02858132,ITU
14,105505098,.,489,0.0451081,14_105505098,-3.60904,0.000307335,0.3441128,cg03699601,0.781437161116558,105505098,105505098,cg03699601,ITU
7,152631979,.,504,0.140501,7_152631979,-4.6284,3.68496e-06,1.0258245,cg05898482,0.991817576852957,152631979,152631979,cg05898482,JPT
2,36864336,.,504,0.161033,2_36864336,-4.41925,9.90428e-06,-0.9088752,cg04044836,0.986458444079556,36864336,36864336,cg04044836,JPT
14,105499682,.,504,0.201271,14_105499682,-7.0076,2.42447e-12,0.8652072,cg23356831,0.983465835036364,105499682,105499682,cg23356831,JPT
6,29786591,.,504,0.160086,6_29786591,-5.28774,1.23834e-07,-0.8372458,cg14449180,0.98137100870613,29786591,29786591,cg14449180,JPT
16,89931749,.,504,0.135385,16_89931749,-6.08287,1.18051e-09,-0.800303,cg03987653,0.978122452836875,89931749,89931749,cg03987653,JPT
6,29814844,.,504,0.134944,6_29814844,6.74038,1.57975e-11,-0.7740248,cg10804687,0.975539358715383,29814844,29814844,cg10804687,JPT
6,33056877,.,504,0.155183,6_33056877,7.1428,9.14499e-13,0.7587207,cg02692313,0.973763481506857,33056877,33056877,cg02692313,JPT
14,105500941,.,504,0.140131,14_105500941,-6.42496,1.31903e-10,-0.732637,cg04429589,0.970554302072382,105500941,105500941,cg04429589,JPT
6,29936213,.,504,0.153074,6_29936213,6.48232,9.03213e-11,0.719073,cg14375543,0.968613043837785,29936213,29936213,cg14375543,JPT
12,69520848,.,504,0.144042,12_69520848,6.9031,5.08787e-12,-0.6796296,cg27220598,0.962348253064471,69520848,69520848,cg27220598,JPT
6,31410974,.,504,0.152878,6_31410974,7.45157,9.22394e-14,0.6655019,cg03694466,0.959587964986474,31410974,31410974,cg03694466,JPT
6,29832434,.,504,0.138914,6_29832434,6.84145,7.83963e-12,0.6641411,cg19748509,0.959332018160412,29832434,29832434,cg19748509,JPT
6,29814554,.,504,0.14156,6_29814554,6.84407,7.6976e-12,-0.6600974,cg18634398,0.958603554117003,29814554,29814554,cg18634398,JPT
6,31466089,.,504,0.144191,6_31466089,-4.82598,1.39316e-06,0.6496629,cg27326026,0.956453600778078,31466089,31466089,cg27326026,JPT
1,162223948,.,504,0.134646,1_162223948,-5.98111,2.21621e-09,-0.6210545,cg21783749,0.950047054839561,162223948,162223948,cg21783749,JPT
6,29832324,.,504,0.155781,6_29832324,-5.61546,1.96035e-08,-0.6137445,cg24955682,0.948141235396265,29832324,29832324,cg24955682,JPT
16,89881453,.,504,0.140066,16_89881453,-6.15425,7.54343e-10,0.6086713,cg04287289,0.94688512712682,89881453,89881453,cg04287289,JPT
16,89874128,.,504,0.135385,16_89874128,-6.08287,1.18051e-09,0.5496513,cg14709524,0.929346863076323,89874128,89874128,cg14709524,JPT
17,2023043,.,504,0.147696,17_2023043,7.18394,6.77315e-13,-0.5335362,cg24156229,0.923314393268205,2023043,2023043,cg24156229,JPT
6,32328340,.,504,0.147603,6_32328340,-3.6195,0.00029517,0.5324709,cg15837308,0.92285762662477,32328340,32328340,cg15837308,JPT
6,30073782,.,504,0.148878,6_30073782,-6.68893,2.24803e-11,0.4877158,cg00126638,0.902527573348454,30073782,30073782,cg00126638,JPT
11,125299272,.,504,0.14613,11_125299272,-5.80069,6.60437e-09,0.4439222,cg17655609,0.876736008568312,125299272,125299272,cg17655609,JPT
6,29930927,.,504,0.180884,6_29930927,-5.81419,6.09285e-09,-0.4334676,cg23244913,0.869352927047279,29930927,29930927,cg23244913,JPT
6,29952539,.,504,0.151213,6_29952539,-6.68835,2.25702e-11,-0.4243079,cg19199204,0.862147039482751,29952539,29952539,cg19199204,JPT
1,202122918,.,504,0.152193,1_202122918,6.79193,1.10643e-11,0.4228508,cg16257215,0.860949995865474,202122918,202122918,cg16257215,JPT
6,31397093,.,504,0.158666,6_31397093,7.28655,3.17982e-13,0.4095541,cg05545351,0.849853716544797,31397093,31397093,cg05545351,JPT
6,29975938,.,504,0.189088,6_29975938,-7.61975,2.54171e-14,0.4069063,cg24065755,0.847467504597199,29975938,29975938,cg24065755,JPT
2,237301980,.,504,0.133717,2_237301980,6.71729,1.85132e-11,0.4066835,cg15541170,0.847199744840703,237301980,237301980,cg15541170,JPT
6,31464725,.,504,0.144191,6_31464725,-4.82598,1.39316e-06,-0.3831983,cg13468624,0.824810304025453,31464725,31464725,cg13468624,JPT
14,105502279,.,504,0.142128,14_105502279,-6.51426,7.30495e-11,0.3788045,cg04284678,0.820258388165019,105502279,105502279,cg04284678,JPT
6,29770265,.,504,0.165116,6_29770265,-5.38798,7.12537e-08,-0.3737581,cg17554685,0.815013447052477,29770265,29770265,cg17554685,JPT
6,29782999,.,504,0.144659,6_29782999,-5.39813,6.73408e-08,0.3692971,cg14296767,0.810217397296414,29782999,29782999,cg14296767,JPT
11,61776027,.,504,0.172399,11_61776027,-6.98156,2.9191e-12,-0.3677463,cg16213375,0.808575399966136,61776027,61776027,cg16213375,JPT
6,29948574,.,504,0.16844,6_29948574,-5.95366,2.62206e-09,0.3595658,cg16891968,0.799711764497419,29948574,29948574,cg16891968,JPT
11,61814292,.,504,0.140453,11_61814292,-6.32124,2.59475e-10,-0.3515634,cg14725641,0.790281108367886,61814292,61814292,cg14725641,JPT
12,57462231,.,504,0.133717,12_57462231,6.67088,2.54277e-11,-0.3493022,cg05728902,0.787690138959438,57462231,57462231,cg05728902,JPT
14,105505098,.,504,0.135567,14_105505098,-6.37024,1.8873e-10,0.3441128,cg03699601,0.781437161116558,105505098,105505098,cg03699601,JPT
6,29974414,.,504,0.148518,6_29974414,-5.59649,2.18734e-08,-0.3438231,cg11862551,0.781090648490504,29974414,29974414,cg11862551,JPT
11,125299572,.,504,0.14613,11_125299572,-5.80069,6.60437e-09,0.3403315,cg21324936,0.776830118247434,125299572,125299572,cg21324936,JPT
11,344351,.,504,0.165283,11_344351,7.39752,1.38756e-13,0.3341178,cg01971407,0.769557290743781,344351,344351,cg01971407,JPT
6,31465829,.,504,0.144191,6_31465829,-4.82598,1.39316e-06,-0.3318064,cg01082299,0.766986009552723,31465829,31465829,cg01082299,JPT
6,29833336,.,504,0.14343,6_29833336,-5.33886,9.35309e-08,0.3262983,cg25298725,0.760646403553329,29833336,29833336,cg25298725,JPT
6,31481085,.,504,0.191902,6_31481085,8.04621,8.5399e-16,-0.3239328,cg25212457,0.757956993057935,31481085,31481085,cg25212457,JPT
11,349231,.,504,0.138491,11_349231,6.79439,1.08772e-11,-0.3232375,cg18813159,0.757130087927579,349231,349231,cg18813159,JPT
2,36842507,.,504,0.151115,2_36842507,-4.69511,2.66461e-06,0.3116873,cg24213433,0.74471469804181,36842507,36842507,cg24213433,JPT
6,31635814,.,504,0.254115,6_31635814,8.09549,5.7032e-16,-0.3059775,cg00811535,0.738438094338062,31635814,31635814,cg00811535,JPT
11,345489,.,504,0.147086,11_345489,7.00714,2.43245e-12,-0.304766,cg08307434,0.737044168546892,345489,345489,cg08307434,JPT
6,33158196,.,504,0.234545,6_33158196,-4.55711,5.18614e-06,-0.3041194,cg10486455,0.736303891573049,33158196,33158196,cg10486455,JPT
7,66904222,.,504,0.190534,7_66904222,7.47188,7.90599e-14,0.2962261,cg18884741,0.727121306982623,66904222,66904222,cg18884741,JPT
11,351271,.,504,0.139862,11_351271,6.84597,7.59585e-12,0.2958816,cg24194132,0.726774794356569,351271,351271,cg24194132,JPT
12,130929537,.,504,0.0796638,12_130929537,5.23314,1.66652e-07,0.9511466,cg05176716,0.988738339653251,130929537,130929537,cg05176716,KHV
6,31339103,.,504,0.0886843,6_31339103,6.04733,1.47263e-09,0.7457644,cg14801238,0.972334116924385,31339103,31339103,cg14801238,KHV
6,25714511,.,504,0.102523,6_25714511,-5.42123,5.91887e-08,-0.7159535,cg00387872,0.968207466559563,25714511,25714511,cg00387872,KHV
6,29636906,.,504,0.0713799,6_29636906,5.00709,5.52595e-07,-0.7109259,cg09567915,0.967435688437897,29636906,29636906,cg09567915,KHV
2,3063368,.,504,0.0751628,2_3063368,-4.67932,2.87821e-06,0.7055905,cg07295362,0.966663910316232,3063368,3063368,cg07295362,KHV
6,31466089,.,504,0.12642,6_31466089,6.57634,4.82163e-11,0.6496629,cg27326026,0.956453600778078,31466089,31466089,cg27326026,KHV
16,10938338,.,504,0.073487,16_10938338,5.42389,5.83141e-08,-0.5722213,cg10468236,0.936674817588666,10938338,10938338,cg10468236,KHV
6,31339955,.,504,0.0886843,6_31339955,6.04733,1.47263e-09,-0.5383804,cg05631194,0.925157210415854,31339955,31339955,cg05631194,KHV
17,2023043,.,504,0.0788897,17_2023043,-4.61723,3.88887e-06,-0.5335362,cg24156229,0.923314393268205,2023043,2023043,cg24156229,KHV
6,32244878,.,504,0.095416,6_32244878,-4.1659,3.10122e-05,-0.528101,cg25457674,0.921168377572758,32244878,32244878,cg25457674,KHV
16,10970061,.,504,0.0748946,16_10970061,5.52598,3.27658e-08,0.4877227,cg08619515,0.902531510991932,10970061,10970061,cg08619515,KHV
19,57552959,.,504,0.0747675,19_57552959,5.53702,3.07664e-08,-0.486012,cg06933271,0.901677042357231,57552959,57552959,cg06933271,KHV
4,38753267,.,504,0.120995,4_38753267,-5.28519,1.25572e-07,0.4769415,cg06935464,0.896884930244646,38753267,38753267,cg06935464,KHV
19,57448706,.,504,0.0871922,19_57448706,5.54406,2.95544e-08,0.4512564,cg23391173,0.881409991376561,57448706,57448706,cg23391173,KHV
6,30531822,.,504,0.0847029,6_30531822,4.55642,5.2033e-06,0.4442084,cg11895727,0.876948641316118,30531822,30531822,cg11895727,KHV
19,48794537,.,504,0.0811191,19_48794537,-4.41113,1.02834e-05,0.4339989,cg23455517,0.869778192542891,48794537,48794537,cg23455517,KHV
6,32692061,.,504,0.112567,6_32692061,6.83089,8.4387e-12,0.427593,cg12672189,0.864663193665119,32692061,32692061,cg12672189,KHV
19,48807508,.,504,0.0785725,19_48807508,-4.33732,1.4423e-05,0.4270844,cg18873530,0.86423399052603,48807508,48807508,cg18873530,KHV
6,32228158,.,504,0.0910858,6_32228158,5.63175,1.78392e-08,-0.4266244,cg09018483,0.863911103760843,32228158,32228158,cg09018483,KHV
6,31357968,.,504,0.0737339,6_31357968,4.78513,1.70874e-06,-0.420649,cg03555881,0.859268622100418,31357968,31357968,cg03555881,KHV
13,20227134,.,504,0.0775406,13_20227134,4.92725,8.33969e-07,-0.4114252,cg09203312,0.851535090309853,20227134,20227134,cg09203312,KHV
6,31336321,.,504,0.092626,6_31336321,6.4416,1.18221e-10,-0.4109702,cg22993154,0.851188577683799,31336321,31336321,cg22993154,KHV
1,35305491,.,504,0.0738804,1_35305491,-4.77678,1.78127e-06,0.4019902,cg09315329,0.842801397075906,35305491,35305491,cg09315329,KHV
2,1742368,.,504,0.0731537,2_1742368,-4.8784,1.06948e-06,-0.3931878,cg17801352,0.834768604381022,1742368,1742368,cg17801352,KHV
10,101240459,.,504,0.108446,10_101240459,6.05855,1.37351e-09,0.3836576,cg01060471,0.825314322390622,101240459,101240459,cg01060471,KHV
6,31464725,.,504,0.12642,6_31464725,6.57634,4.82163e-11,-0.3831983,cg13468624,0.824810304025453,31464725,31464725,cg13468624,KHV
6,30693472,.,504,0.0862466,6_30693472,6.05502,1.40399e-09,0.3778748,cg06126421,0.819266102008592,30693472,30693472,cg06126421,KHV
2,1752126,.,504,0.0846394,2_1752126,-5.2482,1.5359e-07,-0.3755998,cg20311673,0.816931079426207,1752126,1752126,cg20311673,KHV
11,61776027,.,504,0.195553,11_61776027,6.81136,9.66786e-12,-0.3677463,cg16213375,0.808575399966136,61776027,61776027,cg16213375,KHV
1,155192276,.,504,0.0932864,1_155192276,5.79256,6.93199e-09,-0.3660747,cg05778494,0.806771959253265,155192276,155192276,cg05778494,KHV
11,43266166,.,504,0.0789344,11_43266166,5.33656,9.47278e-08,0.359672,cg05920383,0.799825956158278,43266166,43266166,cg05920383,KHV
13,75495440,.,504,0.0916448,13_75495440,5.35353,8.62567e-08,0.3592859,cg14135807,0.799408565949622,75495440,75495440,cg14135807,KHV
6,32449616,.,504,0.15834,6_32449616,7.67679,1.63127e-14,0.358965,cg08009669,0.799010863958356,32449616,32449616,cg08009669,KHV
3,150524261,.,504,0.0717575,3_150524261,4.83509,1.33086e-06,0.3545799,cg12297066,0.793943116802319,150524261,150524261,cg12297066,KHV
6,29889745,.,504,0.0825948,6_29889745,4.61278,3.97316e-06,-0.3522636,cg07711566,0.791104075854764,29889745,29889745,cg07711566,KHV
11,61814292,.,504,0.161347,11_61814292,6.38255,1.74162e-10,-0.3515634,cg14725641,0.790281108367886,61814292,61814292,cg14725641,KHV
17,39676026,.,504,0.0865518,17_39676026,-4.98901,6.06902e-07,0.34613,cg16045390,0.783846998925023,39676026,39676026,cg16045390,KHV
6,31465829,.,504,0.12642,6_31465829,6.57634,4.82163e-11,-0.3318064,cg01082299,0.766986009552723,31465829,31465829,cg01082299,KHV
6,32632123,.,504,0.127077,6_32632123,6.98091,2.93277e-12,0.3268054,cg21325723,0.761256738292402,32632123,32632123,cg21325723,KHV
1,155155273,.,504,0.0935883,1_155155273,5.9421,2.81391e-09,-0.3208971,cg14528056,0.754566682023476,155155273,155155273,cg14528056,KHV
4,48028886,.,504,0.0939211,4_48028886,5.79153,6.97493e-09,0.3162517,cg19000186,0.749652502963077,48028886,48028886,cg19000186,KHV
3,150520935,.,504,0.0745513,3_150520935,4.93643,7.95636e-07,0.3158263,cg02504622,0.749109108163129,150520935,150520935,cg02504622,KHV
2,1767139,.,504,0.0781771,2_1767139,-4.88695,1.0241e-06,-0.3157668,cg01271695,0.749077607015306,1767139,1767139,cg01271695,KHV
6,31635814,.,504,0.0924948,6_31635814,-4.99959,5.74531e-07,-0.3059775,cg00811535,0.738438094338062,31635814,31635814,cg00811535,KHV
6,33158196,.,504,0.119733,6_33158196,5.37193,7.78982e-08,-0.3041194,cg10486455,0.736303891573049,33158196,33158196,cg10486455,KHV
8,16781560,.,504,0.0772045,8_16781560,-4.90425,9.37865e-07,0.2806742,cg10088890,0.707192893341051,16781560,16781560,cg10088890,KHV
6,29833599,.,504,0.0829041,6_29833599,3.90036,9.6049e-05,-0.2784351,cg15967169,0.704219972515249,29833599,29833599,cg15967169,KHV
6,29956849,.,504,0.0778223,6_29956849,3.79895,0.000145312,-0.2782828,cg09430946,0.703987651550053,29956849,29956849,cg09430946,KHV
14,68691411,.,504,0.0741888,14_68691411,5.03526,4.77196e-07,-0.2703533,cg06572093,0.692903185159809,68691411,68691411,cg06572093,KHV
6,29866645,.,504,0.0784236,6_29866645,4.8948,9.84045e-07,-0.2702954,cg01383911,0.692832307577207,29866645,29866645,cg01383911,KHV
4,6111685,.,660,0.0908678,4_6111685,6.14346,8.07441e-10,0.9197242,cg14706428,0.987116030540363,6111685,6111685,cg14706428,LWK
6,31471017,.,660,0.102149,6_31471017,6.40959,1.4591e-10,-0.8458612,cg16166826,0.982012844593025,31471017,31471017,cg16166826,LWK
1,37472669,.,660,0.085968,1_37472669,6.27442,3.50945e-10,-0.794635,cg07348300,0.977598746254317,37472669,37472669,cg07348300,LWK
2,109094770,.,660,0.0846543,2_109094770,-4.84055,1.29478e-06,0.7314161,cg02713669,0.970396796333266,109094770,109094770,cg02713669,LWK
6,29893270,.,660,0.0931925,6_29893270,-3.77062,0.000162839,0.6839854,cg13436843,0.96307671710788,29893270,29893270,cg13436843,LWK
10,78201465,.,660,0.0967981,10_78201465,-5.68116,1.33784e-08,-0.6795085,cg01472503,0.962336440134037,78201465,78201465,cg01472503,LWK
16,70787507,.,660,0.100361,16_70787507,-4.8381,1.31086e-06,-0.6197123,cg00618711,0.949696604570029,70787507,70787507,cg00618711,LWK
10,45222075,.,660,0.108961,10_45222075,6.88042,5.96783e-12,-0.6181621,cg19780403,0.94924771321355,45222075,45222075,cg19780403,LWK
18,34154278,.,660,0.092357,18_34154278,6.56105,5.34287e-11,0.5686984,cg14401309,0.93556833977138,34154278,34154278,cg14401309,LWK
22,36203461,.,660,0.111295,22_36203461,-5.6138,1.97927e-08,-0.5135451,cg21855316,0.914824833929886,36203461,36203461,cg21855316,LWK
11,41705774,.,660,0.0916194,11_41705774,6.14167,8.16596e-10,-0.5091721,cg24859393,0.912773321677909,41705774,41705774,cg24859393,LWK
10,46097803,.,660,0.0875021,10_46097803,5.39455,6.86974e-08,0.5035143,cg01330312,0.910268980425974,46097803,46097803,cg01330312,LWK
13,114197961,.,660,0.0898209,13_114197961,5.89499,3.74698e-09,-0.4875939,cg01579912,0.902433069904985,114197961,114197961,cg01579912,LWK
4,5410865,.,660,0.0903159,4_5410865,-5.43072,5.61271e-08,-0.4865933,cg26943120,0.901992053835462,5410865,5410865,cg26943120,LWK
16,19872042,.,660,0.0882507,16_19872042,6.10539,1.02549e-09,0.4780425,cg16758037,0.897550391992408,19872042,19872042,cg16758037,LWK
8,143417665,.,660,0.10499,8_143417665,-5.63882,1.7122e-08,-0.4737361,cg11560348,0.894916108505704,143417665,143417665,cg11560348,LWK
19,14482338,.,660,0.138841,19_14482338,6.57796,4.76937e-11,0.463253,cg24934316,0.888769447036727,14482338,14482338,cg24934316,LWK
3,11985005,.,660,0.116958,3_11985005,-6.3495,2.16022e-10,-0.4545357,cg02700894,0.883520568280707,11985005,11985005,cg02700894,LWK
7,95329000,.,660,0.0984236,7_95329000,5.34077,9.2555e-08,-0.440162,cg22784187,0.874184415594643,95329000,95329000,cg22784187,LWK
1,44729069,.,660,0.101056,1_44729069,-5.58444,2.3445e-08,0.436749,cg18017573,0.871687949629665,44729069,44729069,cg18017573,LWK
6,32813656,.,660,0.11469,6_32813656,-4.69424,2.67604e-06,0.4323232,cg02954194,0.868478770195189,32813656,32813656,cg02954194,LWK
3,385952,.,660,0.0912707,3_385952,6.34211,2.2664e-10,-0.4295619,cg19431346,0.866238251056273,385952,385952,cg19431346,LWK
10,47307413,.,660,0.153596,10_47307413,-6.39812,1.57301e-10,-0.4288771,cg24636477,0.865773609125883,47307413,47307413,cg24636477,LWK
14,105042905,.,660,0.15037,14_105042905,-7.13682,9.55117e-13,-0.4242819,cg02210934,0.862103725404494,105042905,105042905,cg02210934,LWK
5,16517021,.,660,0.0980805,5_16517021,-5.32565,1.0059e-07,-0.4150342,cg15525848,0.854748207387807,16517021,16517021,cg15525848,LWK
7,155402309,.,660,0.130831,7_155402309,6.79832,1.05849e-11,0.4148834,cg07925415,0.854602514579125,155402309,155402309,cg07925415,LWK
12,132755626,.,660,0.0916038,12_132755626,-5.20732,1.91584e-07,0.4076984,cg07702696,0.848195968640607,132755626,132755626,cg07702696,LWK
8,143542322,.,660,0.0875315,8_143542322,6.51117,7.457e-11,0.3990822,cg11303301,0.840159238302246,143542322,143542322,cg11303301,LWK
17,81110774,.,660,0.0874644,17_81110774,6.55593,5.52958e-11,-0.3895022,cg14948086,0.831205037033537,81110774,81110774,cg14948086,LWK
7,128629773,.,660,0.0944066,7_128629773,-4.91383,8.9313e-07,-0.3839561,cg06493846,0.825649022086242,128629773,128629773,cg06493846,LWK
6,56262823,.,660,0.0911633,6_56262823,-4.70492,2.53964e-06,0.3797929,cg12569497,0.821254611964923,56262823,56262823,cg12569497,LWK
10,89805302,.,660,0.0999645,10_89805302,6.20805,5.36475e-10,-0.37595,cg27308707,0.817305155556606,89805302,89805302,cg27308707,LWK
5,140644457,.,660,0.103891,5_140644457,-5.67902,1.35469e-08,0.3747113,cg07162124,0.815978169704559,140644457,140644457,cg07162124,LWK
22,36205011,.,660,0.123695,22_36205011,-6.06467,1.32229e-09,0.3679963,cg21092464,0.8088667855835,36205011,36205011,cg21092464,LWK
10,1425007,.,660,0.0867796,10_1425007,5.54639,2.91625e-08,-0.3672032,cg02445968,0.807945377009675,1425007,1425007,cg02445968,LWK
6,92723631,.,660,0.119543,6_92723631,7.49566,6.59675e-14,-0.3627663,cg18326274,0.803161140184045,92723631,92723631,cg18326274,LWK
10,132908518,.,660,0.0867611,10_132908518,5.72197,1.05297e-08,0.3606926,cg06579154,0.800881244610351,132908518,132908518,cg06579154,LWK
6,29899882,.,660,0.0966886,6_29899882,-3.77443,0.000160375,-0.3593505,cg03521696,0.799479443532224,29899882,29899882,cg03521696,LWK
11,8378149,.,660,0.0902662,11_8378149,-4.14065,3.4632e-05,0.3562482,cg11528367,0.795844998602137,8378149,8378149,cg11528367,LWK
6,29897953,.,660,0.0879156,6_29897953,-4.50204,6.73032e-06,0.3553579,cg12854611,0.794785772506586,29897953,29897953,cg12854611,LWK
6,169205497,.,660,0.0855201,6_169205497,-4.79373,1.63707e-06,0.3523748,cg10240139,0.791277332167791,169205497,169205497,cg10240139,LWK
8,74507131,.,660,0.0884407,8_74507131,5.61449,1.97142e-08,-0.3412709,cg22630543,0.778098039447312,74507131,74507131,cg22630543,LWK
11,118174025,.,660,0.088147,11_118174025,-5.58673,2.31389e-08,-0.3403333,cg12993663,0.776834055890912,118174025,118174025,cg12993663,LWK
5,140655259,.,660,0.0858778,5_140655259,5.62148,1.89332e-08,0.3383113,cg03897860,0.774522659169393,140655259,140655259,cg03897860,LWK
15,59206682,.,660,0.0966825,15_59206682,-4.53001,5.89807e-06,0.3380729,cg04426326,0.77423127355203,59206682,59206682,cg04426326,LWK
14,20492784,.,660,0.0971329,14_20492784,6.83287,8.32335e-12,-0.3373921,cg19881557,0.773463433073843,20492784,20492784,cg19881557,LWK
6,31274414,.,660,0.084994,6_31274414,5.70784,1.1442e-08,0.3359203,cg20802826,0.771766308734875,31274414,31274414,cg20802826,LWK
13,114229338,.,660,0.0868477,13_114229338,6.85059,7.35465e-12,-0.3353097,cg00896068,0.771073283482767,114229338,114229338,cg00896068,LWK
10,77443470,.,660,0.113307,10_77443470,5.81253,6.15347e-09,-0.3282281,cg08444731,0.762902673266157,77443470,77443470,cg08444731,LWK
